id,car_variant,odometer_reading,vehicle_fuel_type,vehicle_make,vehicle_model,city,car_valuation,months_since_manufactured
140,CITY 1.5 SV MT,,DIESEL,HONDA,CITY 1.5 SV MT,KODAD,815455,8
232,EECO 5 SEATER WITH AC,,PETROL,MARUTI,EECO 5 SEATER WITH AC,HYDERABAD,329985,10
742,2.5 Z DIESEL 7 SEATER BS IV,,DIESEL,TOYOTA,INNOVA,BANER,1137581,10
337,DELTA,82275.0,PETROL,MARUTI,BALENO,JAIPUR,670255,5
301,1.5 DIESEL TITANIUM,44959.0,DIESEL,FORD,ECOSPORT,LUDHIANA,608684,8
250,EON MAGNA,,PETROL,HYUNDAI,HYUNDAI EON MEGNA,TIRUVALLUR,245282,10
325,1.2 REVOTRON XT,25384.0,PETROL + CNG,TATA,TIAGO,DELHI,790400,2
168,POLO 1 2 HIGHLINE,,PETROL,VOLKSWAGEN,POLO 1 2 HIGHLINE,COIMBATORE,504152,10
336,1.5 S MT,116560.0,DIESEL,HONDA,CITY,CHENNAI,595684,10
30,1.1 CRDI BASE,86163.0,DIESEL,HYUNDAI,XCENT,BAGALKOT,449039,10
441,EX 2.5M,,DIESEL,MAHINDRA,SCORPIO,KURNOOL,376062,12
10,VDI,37647.0,DIESEL,MARUTI,DZIRE,VILLUPURAM,723300,6
714,VERNA FL 1 6 CRDI  S,,DIESEL,HYUNDAI,VERNA FL 1 6 CRDI  S,REDDIYARPALAYAM,605986,8
135,SPORTZ 1.2,24047.0,PETROL,HYUNDAI,ELITE I20,AIROLI,440262,9
36,SPORTZ IVT,106036.0,PETROL,HYUNDAI,I20,AURANGABAD,548764,7
399,ASTA,,PETROL,HYUNDAI,GRAND I10 ,MANSOORABAD,416999,10
75,LXI CNG,48004.0,PETROL + CNG,MARUTI,WAGON R,GHAZIABAD,494796,5
7,VDI,98259.0,DIESEL,MARUTI,SWIFT DZIRE,MAHBUBNAGAR,673773,7
487,T,67116.0,PETROL,DATSUN,GO,DELHI,239349,9
201,RXZ,83869.0,DIESEL,RENAULT,DUSTER,VILLUPURAM,767300,8
486,1.5 TDI HIGHLINE,108971.0,DIESEL,VOLKSWAGEN,POLO,HYDERABAD,602000,9
689,HECTOR GASOLINE 1.5 TCIC MT HYBRID SHARP,,PETROL,MG MOTOR INDIA PVT LTD,HECTOR GASOLINE 1.5 TCIC MT HYBRID SHARP,NIZAMABAD,1655864,4
8,S,38211.0,PETROL,HYUNDAI,CRETA,BAGHPAT,1268966,3
608,1.5 REVOTORQ XMA,127772.0,DIESEL,TATA,NEXON,FARIDABAD,596948,6
55,E I-DTEC,87922.0,DIESEL,HONDA,AMAZE,AGRA,340500,11
188,85PS DIESEL RXZ,80316.0,DIESEL,RENAULT,DUSTER,SALEM,1002500,6
469,RAPID AMBITION TDI,,DIESEL,SKODA,RAPID AMBITION TDI,HYDERABAD,435088,12
592,2.5G,118367.0,DIESEL,TOYOTA,INNOVA,PUNE,850426,11
262,INNOVA CRYSTA 2.4 V8 SEATER,,DIESEL,TOYOTA,INNOVA CRYSTA 2.4 V8 SEATER,HYDERABAD,1795594,7
319,1.6 CRDI S OPTION,59165.0,DIESEL,HYUNDAI,VERNA,BENGALURU,553326,9
173,1.5 CRDI MT E,30860.0,DIESEL,HYUNDAI,CRETA,ROHTAK,1192776,2
727,VX,90350.0,DIESEL,TATA,SAFARI STORME,PUNE,539890,11
433,HTK PLUS D,12531.0,DIESEL,KIA,SELTOS,FARIDABAD,1489900,2
158,VXI CNG,40700.0,PETROL + CNG,MARUTI,ERTIGA,DELHI,1023024,2
735,CDI,,DIESEL,MERCEDES-BENZ,C220,RAJKOT,1535977,11
285,VXI,,PETROL,MARUTI,SWIFT DZIRE,NORTH EAST DELHI,530514,10
562,LXI CNG,16010.0,PETROL + CNG,MARUTI,WAGON R,PUNE,632500,2
44,1.2 MPI COMFORTLINE,111421.0,PETROL,VOLKSWAGEN,POLO,JAMNAGAR,484740,10
421,VXI,108034.0,PETROL,MARUTI,SWIFT,RAJKOT,632800,4
64,M2,65000.0,DIESEL,MAHINDRA,MARAZZO,PUNE,848237,6
557,1.2 SPORTZ,19353.0,PETROL,HYUNDAI,GRAND I10,DELHI,482494,6
231,GTK,18345.0,PETROL,KIA,SELTOS,GURGAON,1107383,5
634,CNG LXI,71750.0,PETROL + CNG,MARUTI,WAGON R,GHAZIABAD,516240,4
87,VXI AT,,DIESEL,MARUTI,SWIFT DZIRE,JAIPUR,640458,9
493,VX,95769.0,DIESEL,TATA,SAFARI,MUMBAI,552832,10
450,AT W10 1.99 MHAWK,47232.0,DIESEL,MAHINDRA,XUV500,DELHI,1281100,7
54,DELTA,1228.0,PETROL,MARUTI,BALENO,GHAZIABAD,742398,2
364,RXZ,,PETROL,RENAULT,TRIBER,JAIPUR,738170,3
149,LXI,59221.0,PETROL + CNG,MARUTI,SWIFT,PALWAL,532200,4
5,1.2 VTVT SX,38647.0,PETROL,HYUNDAI,XCENT,COIMBATORE,436956,8
656,HIGHLNE,,PETROL,VOLKSWAGEN,POLO,RAJKOT,712412,6
38,W10,,DIESEL,MAHINDRA,XUV5OO,NEW DELHI,733685,9
169,G80 K4 PLUS,,PETROL,MAHINDRA,KUV 100,BANGALORE,306984,8
532,LXI,37634.0,PETROL,MARUTI,SWIFT,GHAZIABAD,510814,4
616,7 SEATER W/O AC,,PETROL + CNG,MARUTI,EECO,KARAWAL NAGAR,383587,5
415,1 2 MT HIGHLINE,,PETROL,VOLKSWAGEN,POLO,TIRUVALLUR,500268,10
227,ZDI PLUS,60639.0,DIESEL,MARUTI,ERTIGA,MAHABUBNAGAR,908899,5
538,VXI AT,41235.0,PETROL,MARUTI,SWIFT,UDAIPUR,625400,5
409,1.5 V MT,53400.0,PETROL,HONDA,CITY,BANGALORE,783021,7
495,1.2 SPORTZ,93798.0,PETROL,HYUNDAI,I20,RAJSAMAND,595700,8
82,1.6 VTVT S,68653.0,PETROL,HYUNDAI,CRETA,DELHI,846585,8
35,SX,23652.0,PETROL,HYUNDAI,VERNA,LUDHIANA,1120784,3
498,SX DIESEL,30426.0,DIESEL,HYUNDAI,VENUE,ARNI,1138050,2
624,VXI AMT,64173.0,PETROL,MARUTI,WAGON R,JAIPUR,360000,9
120,REVOTRON 1.2T XM,52632.0,PETROL,TATA,ZEST,PUNE,500000,8
138,GD,71173.0,DIESEL,TOYOTA,ETIOS LIVA,PUDUCHERRY,515500,8
237,SPORTZ,68729.0,DIESEL,HYUNDAI,I20,SHIMOGA,442900,10
630,I-DTEC VX,99654.0,DIESEL,HONDA,CITY,SALEM,724052,10
25,I-DTEC V,48742.0,DIESEL,HONDA,CITY,JAIPUR,643000,9
412,S11,21819.0,DIESEL,MAHINDRA,SCORPIO,PANIPAT,1684300,2
687,1.2 TSI,,PETROL,VOLKSWAGEN,POLO GT,BANGALORE,1011945,5
361,VXI,15234.0,PETROL,MARUTI,SWIFT,FARIDABAD,680500,2
544,1.5D TIT,,DIESEL,FORD,ECOSPORT ,CHITRADURGA,588536,11
728,VX,47261.0,DIESEL,TATA,SAFARI,ANDHERI WEST,2051600,3
146,VXI 1.2,26033.0,PETROL,MARUTI,DZIRE,SURAT,639070,5
384,XZ BSIV,69304.0,DIESEL,TATA,HARRIER,ULUNDURPET,1664500,5
655,VXI,,PETROL,MARUTI,SWIFT,RAJKOT,749875,5
